user_id,user_type,vehicle_model,vehicle_age_years,station_id,station_location,charger_type,start_time,end_time,duration_hours,energy_consumed_kwh,charging_cost_usd,charging_rate_kw,soc_start_percent,soc_end_percent,time_of_day,day_of_week,distance_driven_km,temperature_c,battery_capacity_kwh,battery_capacity_kwh,charging_cost_usd,duration_hours,soc_end_percent,soc_start_percent,temperature_c,vehicle_age_years,battery_capacity_kwh^2,battery_capacity_kwh charging_cost_usd,battery_capacity_kwh duration_hours,battery_capacity_kwh soc_end_percent,battery_capacity_kwh soc_start_percent,battery_capacity_kwh temperature_c,battery_capacity_kwh vehicle_age_years,charging_cost_usd^2,charging_cost_usd duration_hours,charging_cost_usd soc_end_percent,charging_cost_usd soc_start_percent,charging_cost_usd temperature_c,charging_cost_usd vehicle_age_years,duration_hours^2,duration_hours soc_end_percent,duration_hours soc_start_percent,duration_hours temperature_c,duration_hours vehicle_age_years,soc_end_percent^2,soc_end_percent soc_start_percent,soc_end_percent temperature_c,soc_end_percent vehicle_age_years,soc_start_percent^2,soc_start_percent temperature_c,soc_start_percent vehicle_age_years,temperature_c^2,temperature_c vehicle_age_years,vehicle_age_years^2
User_13,Casual Driver,Hyundai Kona,0.0,Station_16,San Francisco,Level 2,2024-01-01 12:00:00,2024-01-01 13:00:00,3.065584752022803,34.256452908516025,10.972135997218215,5.523688619042968,19.20544694977322,51.62648272929986,Afternoon,Monday,249.12759651542487,23.662965362338845,100.0,100.0,10.972135997218215,3.065584752022803,51.62648272929986,19.20544694977322,23.662965362338845,0.0,10000.0,1097.2135997218215,306.5584752022803,5162.648272929986,1920.5446949773218,2366.2965362338846,0.0,120.38776834145176,33.636012810192675,566.4527895639155,210.7247758202715,259.6332740530458,0.0,9.39780987183471,158.26535825551022,58.87592532500763,72.54082580242971,0.0,2665.2937189986965,991.5096752609517,1221.635672602807,0.0,368.8491925405534,454.4578259407199,0.0,559.935929739248,0.0,0.0
User_14,Commuter,Nissan Leaf,7.0,Station_327,Houston,Level 1,2024-01-01 13:00:00,2024-01-01 15:54:00,3.5909657181461028,16.56106432522506,37.44185660286842,19.769098717557156,25.775415389763285,69.2012290988145,Morning,Friday,159.2316102189639,34.11034863859677,75.0,75.0,37.44185660286842,3.5909657181461028,69.2012290988145,25.775415389763285,34.11034863859677,7.0,5625.0,2808.1392452151313,269.3224288609577,5190.092182411087,1933.1561542322463,2558.2761478947577,525.0,1401.8926258697616,134.4524234846428,2591.0224966600576,965.0794069028848,1277.1547824001882,262.09299622007893,12.895034788900556,248.49924134741738,92.55863303561543,122.48909259521258,25.13676002702272,4788.81010878661,1783.690425504118,2360.47805077997,484.40860369170144,664.372038514846,879.2084052494782,180.427907728343,1163.5158842466203,238.77244047017737,49.0
User_15,Casual Driver,BMW i3,4.0,Station_96,Houston,Level 1,2024-01-01 14:00:00,2024-01-01 17:32:00,3.4218093378407497,12.927545290947553,18.552815677456245,24.211150117119175,71.68354383511853,63.70663794066834,Afternoon,Monday,155.36060543681995,39.50544568765913,85.0,85.0,18.552815677456245,3.4218093378407497,63.70663794066834,71.68354383511853,39.50544568765913,4.0,7225.0,1576.9893325837809,290.8537937164637,5415.064224956808,6093.101225985075,3357.9628834510263,340.0,344.2069695616662,63.484197928358036,1181.9375111436602,1329.9315758798089,732.9372520988985,74.21126270982498,11.70877914453415,217.9919685878187,245.2874196645253,135.1801029495926,13.687237351362999,4058.5357177034025,4566.717573407924,2516.7591251084377,254.82655176267335,5138.530456761359,2831.8903476772075,286.7341753404741,1560.6802389805855,158.02178275063653,16.0
User_16,Long-Distance Traveler,Nissan Leaf,1.5352340877952697,Station_147,Los Angeles,DC Fast Charger,2024-01-01 15:00:00,2024-01-01 17:19:00,2.703286127534274,27.354317884610715,33.093492711055774,11.112498841670842,10.677153729384765,72.40347015226732,Evening,Monday,247.6594369214761,-8.30213689912669,100.0,100.0,33.093492711055774,2.703286127534274,72.40347015226732,10.677153729384765,-8.30213689912669,1.5352340877952697,10000.0,3309.3492711055774,270.3286127534274,7240.347015226732,1067.7153729384765,-830.213689912669,153.52340877952696,1095.1792598167017,89.46117975745369,2396.083711739203,353.3443091182167,-274.7467069574363,50.80625809421712,7.307755887319252,195.72729644796613,28.863401558196674,-22.443051508299597,4.150177012054688,5242.262490090265,773.0629813566795,-601.1035211759564,111.15627545242815,114.00161176091498,-88.6431919543734,16.39193036598188,68.92547709184093,-12.745723569082214,2.356943704328574
User_17,Commuter,BMW i3,7.0,Station_2,New York,DC Fast Charger,2024-01-01 16:00:00,2024-01-01 18:02:00,3.4586802787724484,24.726937680708804,17.49480846107398,49.40273861566977,67.59197091077596,89.94222936485875,Evening,Thursday,237.3064209427689,4.41532961880046,97.681812229825,97.681812229825,17.49480846107398,3.4586802787724484,89.94222936485875,67.59197091077596,4.41532961880046,7.0,9541.73644050279,1708.9245950913821,337.8501575540491,8785.719960349985,6602.50621075021,431.2973987564513,683.772685608775,306.06832308966574,60.50894900521794,1573.5220753001875,1182.5085845905096,77.24534597342083,122.46365922751787,11.962469270769462,311.08141493306516,233.77901679246182,15.271213476825022,24.21076195140714,8089.604623120859,6079.372550879872,397.1245892956053,629.5956055540112,4568.674531603183,298.44083115544817,473.1437963754317,19.495135642656614,30.907307331603217,49.0
User_18,Casual Driver,Hyundai Kona,6.0,Station_10,Chicago,Level 2,2024-01-01 17:00:00,2024-01-01 20:13:00,0.8482182678183041,23.824040473705303,6.430589211997161,6.614280124746195,57.59519511951953,74.96195034708379,Evening,Friday,22.00682916343814,18.405709050259357,50.0,50.0,6.430589211997161,0.8482182678183041,74.96195034708379,57.59519511951953,18.405709050259357,6.0,2500.0,321.52946059985806,42.410913390915205,3748.097517354189,2879.7597559759765,920.2854525129678,300.0,41.35247761345426,5.4545432424513045,482.0495092122238,370.37104039845383,118.35955405775633,38.58353527198297,0.7194742298606843,63.58409567568513,48.8532966389361,15.612058648578676,5.089309606909825,5619.293999838655,4317.448156780026,1379.7278479284125,449.7717020825027,3317.2065008555264,1060.0804040627943,345.5711707171172,338.7701256427992,110.43425430155614,36.0
User_19,Long-Distance Traveler,Tesla Model 3,0.0,Station_434,New York,Level 1,2024-01-01 18:00:00,2024-01-01 21:03:00,0.8075321582617996,42.63801819167288,25.0787937101842,20.49084604597367,55.51705087402344,52.7134886858277,Evening,Saturday,280.8620709755801,37.430356532255,100.0,100.0,25.0787937101842,0.8075321582617996,52.7134886858277,55.51705087402344,37.430356532255,0.0,10000.0,2507.87937101842,80.75321582617995,5271.34886858277,5551.705087402344,3743.0356532254996,0.0,628.9458939579746,20.251932411387493,1321.9907084960016,1392.3006662674354,938.7081899710687,0.0,0.6521081866269601,42.567837287975394,44.83180391263028,30.226216595000526,0.0,2778.7118894308846,2926.4974331183553,1973.0846755695206,0.0,3082.1429377489067,2078.0230078340364,0.0,1401.0315901317244,0.0,0.0
User_20,Long-Distance Traveler,BMW i3,3.0,Station_125,Los Angeles,Level 2,2024-01-01 19:00:00,2024-01-01 20:22:00,2.5809253540076567,48.48248430757049,7.090844200594135,45.29143534649799,12.754877571721774,116.0956568894014,Morning,Wednesday,243.25576946966927,9.202409891916812,50.0,50.0,7.090844200594135,2.5809253540076567,116.0956568894014,12.754877571721774,9.202409891916812,3.0,2500.0,354.5422100297067,129.04626770038283,5804.78284447007,637.7438785860887,460.12049459584057,150.0,50.280071477099476,18.300939578631557,823.2162153683784,90.44284965873155,65.25285481358843,21.272532601782405,6.661175682959548,299.63422435602973,32.91938691212034,23.75073300801896,7.74277606202297,13478.201548581614,1480.7858902329324,1068.3598213676075,348.28697066820416,162.68690186961115,117.37561153620034,38.26463271516532,84.6843478188484,27.607229675750435,9.0
User_21,Casual Driver,Nissan Leaf,3.0,Station_81,Los Angeles,Level 2,2024-01-01 20:00:00,2024-01-01 22:54:00,3.16887289218907,50.27906667357191,28.872894608008124,30.489960233968674,16.545512365179043,77.93632713949575,Night,Tuesday,15.420444595980063,33.980310103059054,50.0,50.0,28.872894608008124,3.16887289218907,77.93632713949575,16.545512365179043,33.980310103059054,3.0,2500.0,1443.6447304004062,158.44364460945351,3896.816356974787,827.2756182589521,1699.0155051529528,150.0,833.6440430451446,91.4945330423489,2250.247359633904,477.7168347553097,981.1099123530578,86.61868382402437,10.041755406850722,246.9703143891274,52.43062562139494,107.67928355376222,9.50661867656721,6074.071087994501,1289.4964643831659,2648.300564493523,233.80898141848724,273.75397942629263,562.221640982782,49.63653709553713,1154.6614747000572,101.94093030917716,9.0
User_23,Long-Distance Traveler,BMW i3,4.257936702758294,Station_140,Chicago,DC Fast Charger,2024-01-01 22:00:00,2024-01-02 01:02:00,2.5628173042684104,49.19642958971384,14.856131218606723,19.194882837079632,49.02423910950519,64.48187393759193,Afternoon,Saturday,298.18812231836336,39.95893731677202,75.0,75.0,14.856131218606723,2.5628173042684104,64.48187393759193,49.02423910950519,39.95893731677202,4.257936702758294,5625.0,1114.2098413955043,192.21129782013077,4836.140545319395,3676.8179332128893,2996.9202987579015,319.3452527068721,220.7046347844613,38.07355016152746,957.9511804385227,728.3105291031607,593.635216134046,63.25646637669887,6.568032535057602,165.2552623389148,125.64016831843206,102.40745601560006,10.912313862308535,4157.912066503497,3161.1748061454773,2576.6271587402316,274.55973770150615,2403.376020265938,1958.9564975791614,208.74210702916074,1596.7166714857158,170.14262580430162,18.130024964696172
User_24,Commuter,Tesla Model 3,5.0,Station_326,New York,DC Fast Charger,2024-01-01 23:00:00,2024-01-01 23:31:00,2.0714292092234388,68.44712632026376,38.406061696059425,49.71030696901287,19.23313912730544,74.00615088095063,Morning,Friday,280.91546822652094,3.580839953900103,100.0,100.0,38.406061696059425,2.0714292092234388,74.00615088095063,19.23313912730544,3.580839953900103,5.0,10000.0,3840.6061696059423,207.14292092234388,7400.615088095063,1923.313912730544,358.0839953900103,500.0,1475.0255750015228,79.55543800845497,2842.2847966216723,738.6691279321872,137.52596019320194,192.03030848029712,4.290818968824041,153.29850259699805,39.840086173358685,7.417456474062985,10.357146046117194,5476.910368214029,1423.3705961696814,265.00418190886734,370.0307544047531,369.9136406902874,68.87079302597468,96.16569563652719,12.822414775447292,17.904199769500515,25.0
User_25,Long-Distance Traveler,Tesla Model 3,4.0,Station_150,Houston,Level 1,2024-01-02 00:00:00,2024-01-02 01:55:00,0.9571376601264636,27.60438468247694,24.03753468851581,11.238538626794044,65.48688658113335,65.35209627449626,Morning,Wednesday,173.47152650529225,35.977821918048456,100.0,100.0,24.03753468851581,0.9571376601264636,65.35209627449626,65.48688658113335,35.977821918048456,4.0,10000.0,2403.7534688515807,95.71376601264636,6535.209627449626,6548.688658113335,3597.7821918048458,400.0,577.8030739016008,23.007229706974723,1570.9032811654286,1574.1433078368932,864.8181423723341,96.15013875406324,0.9161125004323618,62.550952512530735,62.67996539123308,34.43572828708749,3.8285506405058545,4270.896487471028,4279.705316567244,2351.2260817349843,261.40838509798505,4288.532314090223,2356.0755433834524,261.9475463245334,1294.403669966808,143.91128767219382,16.0
User_26,Commuter,Chevy Bolt,1.0,Station_288,San Francisco,DC Fast Charger,2024-01-02 01:00:00,2024-01-02 03:42:00,3.604173535372615,40.178003499947216,38.76319382514176,12.31861479590845,80.34408372714871,79.99556313119572,Morning,Saturday,82.75461394014503,21.53684396835515,75.0,75.0,38.76319382514176,3.604173535372615,79.99556313119572,80.34408372714871,21.53684396835515,1.0,5625.0,2907.2395368856323,270.31301515294615,5999.66723483968,6025.806279536154,1615.2632976266364,75.0,1502.5851955255084,139.7092773310951,3100.8835188059043,3114.393290218884,834.8368571271859,38.76319382514176,12.990066873080334,288.3178915846849,289.57402029315097,77.62252306619496,3.604173535372615,6399.29012067712,6427.1702220132,1722.8519613172662,79.99556313119572,6455.171789955083,1730.3579950120638,80.34408372714871,463.8356481172756,21.53684396835515,1.0
User_27,Commuter,Chevy Bolt,0.3612151658030595,Station_361,Houston,Level 1,2024-01-02 02:00:00,2024-01-02 02:33:00,3.652540335433942,43.487751224792326,27.44831088430594,36.18237188372349,88.74847907153811,87.82402899882813,Afternoon,Thursday,80.91266512306521,29.872209873061493,75.0,75.0,27.44831088430594,3.652540335433942,87.82402899882813,88.74847907153811,29.872209873061493,0.3612151658030595,5625.0,2058.6233163229454,273.94052515754566,6586.80217491211,6656.135930365359,2240.415740479612,27.091137435229463,753.4097704015079,100.25606264445794,2410.6212510721343,2435.9958440648975,819.9417033970251,9.914746167088493,13.341050901971894,320.78080833853994,324.15739951720803,109.10945146990514,1.319352962866134,7713.060069587003,7794.2489995806545,2623.497826150832,31.72337119630441,7876.292537511238,2651.113192739992,32.057296582594994,892.3489227002325,10.790295242201699,0.13047639600613178
User_28,Long-Distance Traveler,Nissan Leaf,0.0,Station_340,San Francisco,Level 1,2024-01-02 03:00:00,2024-01-02 06:13:00,1.547713717696371,10.338517723856468,9.855826892937216,45.7767311942711,98.3327953116332,94.50485176968456,Night,Sunday,162.6865443608225,5.504758728380647,50.0,50.0,9.855826892937216,1.547713717696371,94.50485176968456,98.3327953116332,5.504758728380647,0.0,2500.0,492.7913446468608,77.38568588481854,4725.242588484228,4916.63976558166,275.23793641903234,0.0,97.13732374354446,15.25399848143973,931.4234595847024,969.1510084900851,54.25394911430485,0.0,2.3954177519455215,146.26645547280296,152.1910162032441,8.519790596523558,0.0,8931.167008010052,9292.92624502463,520.2264076534904,0.0,9669.338633799553,541.2983132777805,0.0,30.30236865768292,0.0,0.0
User_30,Casual Driver,BMW i3,0.0,Station_438,Chicago,DC Fast Charger,2024-01-02 05:00:00,2024-01-02 07:58:00,3.153257254972797,56.59325685914933,33.13209178024766,45.81173100244055,29.207671702279008,85.00810624066354,Afternoon,Friday,186.15573210131024,12.333415373869066,75.0,75.0,33.13209178024766,3.153257254972797,85.00810624066354,29.207671702279008,12.333415373869066,0.0,5625.0,2484.906883518575,236.4942941229598,6375.607968049765,2190.5753776709257,925.0061530401799,0.0,1097.7355057347547,104.47400877849051,2816.4963780307085,967.7112595272506,408.63185013094744,0.0,9.94303131603858,268.0524277348706,92.09930269607494,38.89043150624566,0.0,7226.378126623939,2482.8888591097557,1048.4402844120946,0.0,853.0880862681099,360.2303472078084,0.0,152.11313478438984,0.0,0.0
User_32,Commuter,BMW i3,6.0,Station_58,Chicago,Level 1,2024-01-02 07:00:00,2024-01-02 09:27:00,2.0076640542660726,38.289199335542705,17.011782945517666,12.064391459035129,75.6447784790562,65.61730718592959,Evening,Wednesday,238.90931096310857,2.273162900972052,100.0,100.0,17.011782945517666,2.0076640542660726,65.61730718592959,75.6447784790562,2.273162900972052,6.0,10000.0,1701.1782945517666,200.76640542660726,6561.730718592959,7564.47784790562,227.3162900972052,600.0,289.40075898540573,34.15394511869243,1116.2673873163908,1286.85255244747,38.67055387113982,102.070697673106,4.030714954792084,131.7375089749257,151.86930264532094,4.563747445772777,12.045984325596436,4305.631002332647,4963.606666471826,149.158828356742,393.70384311557757,5722.132511145484,171.95290409083967,453.8686708743372,5.167269574355676,13.638977405832314,36.0
User_33,Casual Driver,BMW i3,1.0,Station_198,New York,Level 2,2024-01-02 08:00:00,2024-01-02 09:58:00,1.306927271746284,16.136238725396332,26.438194237490425,21.517815048554308,23.603991432132744,88.2000728013921,Evening,Monday,35.50388319357353,39.38401391534167,100.0,100.0,26.438194237490425,1.306927271746284,88.2000728013921,23.603991432132744,39.38401391534167,1.0,10000.0,2643.8194237490425,130.6927271746284,8820.007280139209,2360.3991432132743,3938.401391534167,100.0,698.9781145392719,34.55279706470169,2331.8506564840004,624.0469102627853,1041.2422097458289,26.438194237490425,1.7080588936341854,115.271080514147,30.84870012471991,51.47204185679517,1.306927271746284,7779.252842170866,2081.8737627175433,3473.6728945441746,88.2000728013921,557.148411528196,929.6199270207215,23.603991432132744,1551.1005520838262,39.38401391534167,1.0
User_34,Casual Driver,Tesla Model 3,1.0,Station_211,Houston,Level 2,2024-01-02 09:00:00,2024-01-02 12:03:00,0.9991001884039166,60.06708508895625,18.034390040505443,7.651570046980447,22.881466625938913,51.43427868199236,Afternoon,Monday,46.35755886056615,13.991597483206988,62.0,62.0,18.034390040505443,0.9991001884039166,51.43427868199236,22.881466625938913,13.991597483206988,1.0,3844.0,1118.1321825113375,61.94421168104283,3188.9252782835265,1418.6509308082127,867.4790439588332,62.0,325.2392241330819,18.018162487218703,927.5858432031044,412.6532938309904,252.32992630190913,18.034390040505443,0.9982011864687416,51.387997521598116,22.860877616933497,13.979007681543866,0.9991001884039166,2645.485023536854,1176.8917310912495,719.6477241575311,51.43427868199236,523.5615149539562,320.1482708555716,22.881466625938913,195.7648001320841,13.991597483206988,1.0
